id,name,url,pictureURL,first_tag,second_tag,top_five_tags
14566,Moon Safari,http://www.last.fm/music/Moon+Safari,http://userserve-ak.last.fm/serve/252/22509173.jpg,0,0,
14567,Bogdan Raczynski,http://www.last.fm/music/Bogdan+Raczynski,http://userserve-ak.last.fm/serve/252/456344.jpg,47,33,idm experimental electronic screamo spiritual
14568,Jello,http://www.last.fm/music/Jello,http://userserve-ak.last.fm/serve/252/383960.jpg,6945,6946,berep shows the love check
14569,Ceephax,http://www.last.fm/music/Ceephax,http://userserve-ak.last.fm/serve/252/8406.jpg,47,0,idm
14570,Funkstörung,http://www.last.fm/music/Funkst%C3%B6rung,http://userserve-ak.last.fm/serve/252/2164361.jpg,47,10502,idm essential instrumental versions myfavoritesongs
14571,Phoenecia,http://www.last.fm/music/Phoenecia,http://userserve-ak.last.fm/serve/252/3758714.jpg,47,0,idm
14572,"Aphex Twin, Drukqs",http://www.last.fm/music/Aphex+Twin%2C+Drukqs,http://userserve-ak.last.fm/serve/252/7048969.jpg,0,0,
14573,"Daft Punk, Alive 2007 (live)",http://www.last.fm/music/Daft+Punk%2C+Alive+2007+%28live%29,http://userserve-ak.last.fm/serve/252/7048893.jpg,0,0,
14574,"Belleruche, Turntable Soul Music",http://www.last.fm/music/Belleruche%2C+Turntable+Soul+Music,http://userserve-ak.last.fm/serve/252/7048891.jpg,0,0,
14575,Xela,http://www.last.fm/music/Xela,http://userserve-ak.last.fm/serve/252/16176303.jpg,47,14,idm ambient chill zone electronic experimental
14576,Plaid & Bob Jaroc,http://www.last.fm/music/Plaid%2B%2526%2BBob%2BJaroc,http://userserve-ak.last.fm/serve/252/294363.jpg,47,18,idm electronic
14577,Ceephax Acid Crew,http://www.last.fm/music/Ceephax+Acid+Crew,http://userserve-ak.last.fm/serve/252/45200461.jpg,18,47,electronic idm
14578,Mira Calix,http://www.last.fm/music/Mira+Calix,http://userserve-ak.last.fm/serve/252/239687.jpg,47,3048,idm warp check electronic iron jesus
14579,Devilish,http://www.last.fm/music/Devilish,http://userserve-ak.last.fm/serve/252/20036565.jpg,0,0,
14580,Китай,http://www.last.fm/music/%D0%9A%D0%B8%D1%82%D0%B0%D0%B9,http://userserve-ak.last.fm/serve/252/35343295.jpg,0,0,
14581,Halifax,http://www.last.fm/music/Halifax,http://userserve-ak.last.fm/serve/252/24054689.jpg,73,181,rock punk halifax
14582,Filipe Guerra,http://www.last.fm/music/Filipe+Guerra,http://userserve-ak.last.fm/serve/252/29023357.jpg,24,39,pop dance house singer-songwriter electro pop
14583,Lady GaGa Feat. Akon & Kardin,http://www.last.fm/music/Lady%2BGaGa%2BFeat.%2BAkon%2B%2526%2BKardin,,0,0,
14584,House Boulevard,http://www.last.fm/music/House+Boulevard,http://userserve-ak.last.fm/serve/252/485225.jpg,1935,18,house music electronic dance female vocalists
14585,玉置成実,http://www.last.fm/music/%E7%8E%89%E7%BD%AE%E6%88%90%E5%AE%9F,http://userserve-ak.last.fm/serve/252/53417415.png,140,535,j-pop japanese jpop dance female vocalists
14586,Joey Ramone,http://www.last.fm/music/Joey+Ramone,http://userserve-ak.last.fm/serve/252/3435542.jpg,181,182,punk punk rock cover just makes you feel good rock
14587,Dakota Fanning,http://www.last.fm/music/Dakota+Fanning,http://userserve-ak.last.fm/serve/252/48745931.png,0,0,
14588,A Smile from the Trenches,http://www.last.fm/music/A+Smile+from+the+Trenches,http://userserve-ak.last.fm/serve/252/26398167.jpg,180,4202,post-hardcore emotional hardcore
14589,Kany García,http://www.last.fm/music/Kany+Garc%C3%ADa,http://userserve-ak.last.fm/serve/252/33862569.png,0,0,
14590,Ekhymosis,http://www.last.fm/music/Ekhymosis,http://userserve-ak.last.fm/serve/252/41819903.jpg,9360,0,juanes
14591,Carlos Vives,http://www.last.fm/music/Carlos+Vives,http://userserve-ak.last.fm/serve/252/149138.jpg,308,319,latin spanish colombia
14592,Grupo Niche,http://www.last.fm/music/Grupo+Niche,http://userserve-ak.last.fm/serve/252/43312.jpg,1094,714,rain salsa niche
14593,Fonseca,http://www.last.fm/music/Fonseca,http://userserve-ak.last.fm/serve/252/32756273.jpg,0,0,
14594,Bacilos,http://www.last.fm/music/Bacilos,http://userserve-ak.last.fm/serve/252/531695.jpg,308,6425,latin epically romantic good old times songs i sing with my mom 2005
14595,Sukhwinder Singh,http://www.last.fm/music/Sukhwinder+Singh,http://userserve-ak.last.fm/serve/252/8295665.jpg,0,0,
14596,Andrés Cepeda,http://www.last.fm/music/Andr%C3%A9s+Cepeda,http://userserve-ak.last.fm/serve/252/39131597.jpg,0,0,
14597,Franz Joseph Haydn,http://www.last.fm/music/Franz+Joseph+Haydn,http://userserve-ak.last.fm/serve/252/10346827.jpg,539,191,classical instrumental
14598,A Dos Velas,http://www.last.fm/music/A+Dos+Velas,http://userserve-ak.last.fm/serve/252/26835831.jpg,9357,9358,gente me gusta
14599,Fruko y Sus Tesos,http://www.last.fm/music/Fruko+y+Sus+Tesos,http://userserve-ak.last.fm/serve/252/25784183.jpg,308,714,latin salsa colombia latino
14600,Gilberto Santa Rosa,http://www.last.fm/music/Gilberto+Santa+Rosa,http://userserve-ak.last.fm/serve/252/30036031.png,308,720,latin salsa romantica
14601,Los de Adentro,http://www.last.fm/music/Los+de+Adentro,http://userserve-ak.last.fm/serve/252/469999.jpg,0,0,
14602,Lluvia del Pop,http://www.last.fm/music/Lluvia+del+Pop,,0,0,
14603,JJ72,http://www.last.fm/music/JJ72,http://userserve-ak.last.fm/serve/252/2989678.jpg,84,0,indie rock
14604,Mother Mother,http://www.last.fm/music/Mother+Mother,http://userserve-ak.last.fm/serve/252/37535169.png,2098,127,i am canadian seen live canadian
14605,Computerclub,http://www.last.fm/music/Computerclub,http://userserve-ak.last.fm/serve/252/7827565.jpg,0,0,
14606,Shannon Noll,http://www.last.fm/music/Shannon+Noll,http://userserve-ak.last.fm/serve/252/228445.jpg,24,0,pop
14607,Anna Bergendahl,http://www.last.fm/music/Anna+Bergendahl,http://userserve-ak.last.fm/serve/252/43529915.png,0,0,
14608,Declan,http://www.last.fm/music/+noredirect/Declan,http://userserve-ak.last.fm/serve/252/3286546.jpg,0,0,
14609,Bryan Rice,http://www.last.fm/music/Bryan+Rice,http://userserve-ak.last.fm/serve/252/53970601.jpg,0,0,
14610,Timoteij,http://www.last.fm/music/Timoteij,http://userserve-ak.last.fm/serve/252/42438525.png,0,0,
14611,Brinck,http://www.last.fm/music/Brinck,http://userserve-ak.last.fm/serve/252/48933981.png,0,0,
14612,Mĺns Zelmerlöv,http://www.last.fm/music/+noredirect/M%C4%BAns+Zelmerl%C3%B6v,http://userserve-ak.last.fm/serve/252/27991077.jpg,0,0,
14613,State of Shock,http://www.last.fm/music/State+of+Shock,http://userserve-ak.last.fm/serve/252/517299.jpg,140,164,j-pop k-pop japanese korean jpop
14614,Alex Goot,http://www.last.fm/music/Alex+Goot,http://userserve-ak.last.fm/serve/252/54154477.png,0,0,
14615,Dyego Alves,http://www.last.fm/music/Dyego+Alves,http://userserve-ak.last.fm/serve/252/60898747.jpg,2151,0,sertanejo
14616,Emir,http://www.last.fm/music/Emir,http://userserve-ak.last.fm/serve/252/39096289.png,0,0,
14617,Bobby Darin,http://www.last.fm/music/Bobby+Darin,http://userserve-ak.last.fm/serve/252/4384296.png,83,689,jazz oldies holiday soundtrack soundtrack rock n roll
14618,Rachel's,http://www.last.fm/music/Rachel%27s,http://userserve-ak.last.fm/serve/252/12939489.jpg,87,33,post-rock experimental instrumental classical ambient
14619,The Softies,http://www.last.fm/music/The+Softies,http://userserve-ak.last.fm/serve/252/123325.jpg,79,130,alternative female vocalists
14620,Danielle Ate the Sandwich,http://www.last.fm/music/Danielle+Ate+the+Sandwich,http://userserve-ak.last.fm/serve/252/29345121.jpg,0,0,
14621,Magnetik,http://www.last.fm/music/Magnetik,http://userserve-ak.last.fm/serve/252/474400.jpg,0,0,
14622,Milla,http://www.last.fm/music/Milla,http://userserve-ak.last.fm/serve/252/29042909.jpg,24,33,pop experimental female vocalist alternative female vocalists
14623,Zuzana Smatanová,http://www.last.fm/music/Zuzana+Smatanov%C3%A1,http://userserve-ak.last.fm/serve/252/344045.jpg,0,0,
14624,Khoiba,http://www.last.fm/music/Khoiba,http://userserve-ak.last.fm/serve/252/5003890.jpg,18,130,electronic female vocalists
14625,Holly Brook,http://www.last.fm/music/Holly+Brook,http://userserve-ak.last.fm/serve/252/45475289.png,81,24,indie pop singer-songwriter acoustic female vocalists
14626,DVA,http://www.last.fm/music/DVA,http://userserve-ak.last.fm/serve/252/53711879.jpg,0,0,
14627,Wren,http://www.last.fm/music/Wren,http://userserve-ak.last.fm/serve/252/41270291.jpg,0,0,
14628,Kazety,http://www.last.fm/music/Kazety,http://userserve-ak.last.fm/serve/252/20121085.jpg,0,0,
14629,Aneta Langerová,http://www.last.fm/music/Aneta+Langerov%C3%A1,http://userserve-ak.last.fm/serve/252/45173671.png,24,0,pop
14630,The Faders,http://www.last.fm/music/The+Faders,http://userserve-ak.last.fm/serve/252/38782575.png,109,9249,pop rock singalong i am in love with this song hyper pop punk
14631,Cake Bake Betty,http://www.last.fm/music/Cake+Bake+Betty,http://userserve-ak.last.fm/serve/252/5422529.jpg,2194,0,twee
14632,Killaz Group,http://www.last.fm/music/Killaz+Group,http://userserve-ak.last.fm/serve/252/273558.jpg,0,0,
14633,Macca Squad,http://www.last.fm/music/Macca+Squad,http://userserve-ak.last.fm/serve/252/9688399.jpg,0,0,
14634,Afro Kolektyw,http://www.last.fm/music/Afro+Kolektyw,http://userserve-ak.last.fm/serve/252/60322261.jpg,0,0,
14635,K.A.S.T.A.,http://www.last.fm/music/K.A.S.T.A.,http://userserve-ak.last.fm/serve/252/20765527.jpg,0,0,
14636,Noxagt,http://www.last.fm/music/Noxagt,http://userserve-ak.last.fm/serve/252/12393323.jpg,0,0,
14637,Talbot Tagora,http://www.last.fm/music/Talbot+Tagora,http://userserve-ak.last.fm/serve/252/40757843.jpg,0,0,
14638,Brainiac,http://www.last.fm/music/Brainiac,http://userserve-ak.last.fm/serve/252/127180.jpg,216,0,american
14639,Tall Dwarfs,http://www.last.fm/music/Tall+Dwarfs,http://userserve-ak.last.fm/serve/252/9679723.jpg,2152,2154,college rock new zealand rock
14640,Capitol K,http://www.last.fm/music/Capitol+K,http://userserve-ak.last.fm/serve/252/80317.jpg,47,18,idm electronic seen live electronica band
14641,John Martyn,http://www.last.fm/music/John+Martyn,http://userserve-ak.last.fm/serve/252/31295237.jpg,6225,292,skins soundtrack folk favorite
14642,The Impressions,http://www.last.fm/music/The+Impressions,http://userserve-ak.last.fm/serve/252/8635007.jpg,247,1343,60s 50s rhythm and blues
14643,Al Green,http://www.last.fm/music/Al+Green,http://userserve-ak.last.fm/serve/252/23808491.jpg,619,859,soul memphis soul covers miserable house
14644,Refrigerator,http://www.last.fm/music/Refrigerator,http://userserve-ak.last.fm/serve/252/62109867.jpg,0,0,
14645,Land of the Loops,http://www.last.fm/music/Land+of+the+Loops,http://userserve-ak.last.fm/serve/252/207277.jpg,216,0,american
14646,Depth Charge,http://www.last.fm/music/Depth+Charge,http://userserve-ak.last.fm/serve/252/2163585.jpg,0,0,
14647,Shoshana Bean,http://www.last.fm/music/Shoshana+Bean,http://userserve-ak.last.fm/serve/252/53409069.jpg,0,0,
14648,Annalene Beechey,http://www.last.fm/music/Annalene+Beechey,http://userserve-ak.last.fm/serve/252/51625661.png,0,0,
14649,New Broadway Cast,http://www.last.fm/music/New+Broadway+Cast,http://userserve-ak.last.fm/serve/252/58682161.png,0,0,
14650,Julie Atherton,http://www.last.fm/music/Julie+Atherton,http://userserve-ak.last.fm/serve/252/52895433.png,0,0,
14651,Erik og Kriss,http://www.last.fm/music/Erik+og+Kriss,http://userserve-ak.last.fm/serve/252/59778645.jpg,103,0,rap
14652,Tim Prottey-Jones,http://www.last.fm/music/Tim+Prottey-Jones,http://userserve-ak.last.fm/serve/252/55391897.jpg,0,0,
14653,"Dolly Parton, Loretta Lynn & Tammy Wynette",http://www.last.fm/music/Dolly%2BParton%252C%2BLoretta%2BLynn%2B%2526%2BTammy%2BWynette,http://userserve-ak.last.fm/serve/252/11886155.jpg,0,0,
14654,Kerry Ellis,http://www.last.fm/music/Kerry+Ellis,http://userserve-ak.last.fm/serve/252/50337651.png,929,81,lo-fi indie rock indie rock usa
14655,Anne Murray,http://www.last.fm/music/Anne+Murray,http://userserve-ak.last.fm/serve/252/41043783.png,24,551,pop easy listening memories
14656,Wicked the Musical,http://www.last.fm/music/Wicked+the+Musical,http://userserve-ak.last.fm/serve/252/31143121.jpg,0,0,
14657,Stuart Matthew Price,http://www.last.fm/music/Stuart+Matthew+Price,http://userserve-ak.last.fm/serve/252/56017123.png,0,0,
14658,The Hives & Cyndi Lauper,http://www.last.fm/music/The%2BHives%2B%2526%2BCyndi%2BLauper,http://userserve-ak.last.fm/serve/252/36385153.png,11294,0,potty mouth
14659,Avenue Q,http://www.last.fm/music/+noredirect/Avenue+Q,http://userserve-ak.last.fm/serve/252/23932163.jpg,49,184,female vocalist soundtrack broadway male vocalist
14660,Rebecca Caine,http://www.last.fm/music/Rebecca+Caine,http://userserve-ak.last.fm/serve/252/50251177.png,6205,0,handclaps
14661,"Meryl Streep, Julie Walters, Christine Baranski",http://www.last.fm/music/+noredirect/Meryl+Streep%2C+Julie+Walters%2C+Christine+Baranski,http://userserve-ak.last.fm/serve/252/10358133.jpg,0,0,
14662,Julia Murney,http://www.last.fm/music/Julia+Murney,http://userserve-ak.last.fm/serve/252/51803271.png,0,0,
14663,Hair Original Broadway Cast,http://www.last.fm/music/Hair+Original+Broadway+Cast,http://userserve-ak.last.fm/serve/252/5544283.jpg,0,0,
14664,Louise Dearman,http://www.last.fm/music/Louise+Dearman,http://userserve-ak.last.fm/serve/252/44859911.png,0,0,
14665,Stuart Matthew Price and Louise Dearman,http://www.last.fm/music/Stuart+Matthew+Price+and+Louise+Dearman,,0,0,
14666,Alex Swings Oscar Sings!,http://www.last.fm/music/Alex+Swings+Oscar+Sings%21,http://userserve-ak.last.fm/serve/252/41525925.png,24,30,pop german eurovision eurovision song contest
14667,Ані Лорак,http://www.last.fm/music/%D0%90%D0%BD%D1%96+%D0%9B%D0%BE%D1%80%D0%B0%D0%BA,http://userserve-ak.last.fm/serve/252/5203246.jpg,828,0,ukrainian
14668,Erik Grönwall,http://www.last.fm/music/Erik+Gr%C3%B6nwall,http://userserve-ak.last.fm/serve/252/39205231.png,1421,0,the beatles
14669,"Alex Swings, Oscar Sings!",http://www.last.fm/music/Alex+Swings%2C+Oscar+Sings%21,http://userserve-ak.last.fm/serve/252/28614329.jpg,0,0,
14670,GReeeeN,http://www.last.fm/music/GReeeeN,http://userserve-ak.last.fm/serve/252/59812863.png,8970,0,0 play yet
14671,Martin Kember,http://www.last.fm/music/Martin+Kember,http://userserve-ak.last.fm/serve/252/33121053.jpg,167,0,rnb
14672,The Republic Tigers,http://www.last.fm/music/The+Republic+Tigers,http://userserve-ak.last.fm/serve/252/6761871.jpg,84,4889,indie rock rockville ca playlist the republic tigers fave
14673,Eva Avila,http://www.last.fm/music/Eva+Avila,http://userserve-ak.last.fm/serve/252/23431.jpg,24,130,pop female vocalists canadian idols
14674,S Club 8,http://www.last.fm/music/S+Club+8,http://userserve-ak.last.fm/serve/252/40439751.png,24,0,pop
14675,Vera Loca,http://www.last.fm/music/Vera+Loca,http://userserve-ak.last.fm/serve/252/2207561.jpg,1234,1235,rock gaucho rio grande do sul
14676,TNT,http://www.last.fm/music/TNT,http://userserve-ak.last.fm/serve/252/57073075.jpg,25,72,80s hard rock brazilian rock gaucho rio grande do sul
14677,BOAT,http://www.last.fm/music/BOAT,http://userserve-ak.last.fm/serve/252/22517161.jpg,535,6949,japanese berep guest dj closedmouth 239645
14678,Pull Down,http://www.last.fm/music/Pull+Down,http://userserve-ak.last.fm/serve/252/25331777.jpg,1235,9430,rio grande do sul fossa
14679,Jonezetta,http://www.last.fm/music/Jonezetta,http://userserve-ak.last.fm/serve/252/9660719.jpg,0,0,
14680,The Rocking Horse Winner,http://www.last.fm/music/The+Rocking+Horse+Winner,http://userserve-ak.last.fm/serve/252/175230.jpg,0,0,
14681,Bambix,http://www.last.fm/music/Bambix,http://userserve-ak.last.fm/serve/252/12129725.jpg,182,130,punk rock female vocalists punk hardcore best bands
14682,Lifestream,http://www.last.fm/music/Lifestream,http://userserve-ak.last.fm/serve/252/45810425.jpg,73,502,rock love fcking good best bands makes me wanna kick someones ass
14683,Secret Lives of the Freemasons,http://www.last.fm/music/Secret+Lives+of+the+Freemasons,http://userserve-ak.last.fm/serve/252/4077674.jpg,178,194,screamo hardcore rock indie post-hardcore
14684,Noise Ratchet,http://www.last.fm/music/Noise+Ratchet,http://userserve-ak.last.fm/serve/252/151244.jpg,73,81,rock indie makes me wanna kick someones ass best bands
14685,Tuia E Os Transmissores,http://www.last.fm/music/Tuia+E+Os+Transmissores,http://userserve-ak.last.fm/serve/252/2925369.jpg,73,441,rock favourites totalmente foda best bands fcking good
14686,Comma,http://www.last.fm/music/Comma,http://userserve-ak.last.fm/serve/252/9067.jpg,0,0,
14687,Echoplex,http://www.last.fm/music/Echoplex,http://userserve-ak.last.fm/serve/252/7241365.jpg,0,0,
14688,Rivets,http://www.last.fm/music/Rivets,http://userserve-ak.last.fm/serve/252/19649489.jpg,346,521,90s classic brasil melodic hardcore best bands
14689,Pulsaris,http://www.last.fm/music/Pulsaris,,0,0,
14690,Chris Wollard & The Ship Thieves,http://www.last.fm/music/Chris%2BWollard%2B%2526%2BThe%2BShip%2BThieves,http://userserve-ak.last.fm/serve/252/29877715.jpg,0,0,
14691,Vendetta Red,http://www.last.fm/music/Vendetta+Red,http://userserve-ak.last.fm/serve/252/276122.jpg,0,0,
14692,Nipshot,http://www.last.fm/music/Nipshot,http://userserve-ak.last.fm/serve/252/532014.jpg,0,0,
14693,eau bouili et poison,http://www.last.fm/music/eau+bouili+et+poison,http://userserve-ak.last.fm/serve/252/124293.jpg,73,81,rock indie totalmente foda makes me wanna kick someones ass
14694,Thiago Milani,http://www.last.fm/music/Thiago+Milani,,0,0,
14695,Skin,http://www.last.fm/music/Skin,http://userserve-ak.last.fm/serve/252/33789551.png,78,130,alternative rock female vocalists rock alternative singer-songwriter
14696,Tired Pony,http://www.last.fm/music/Tired+Pony,http://userserve-ak.last.fm/serve/252/49121139.jpg,9450,0,newest obsession
14697,Eagle Scout,http://www.last.fm/music/Eagle+Scout,http://userserve-ak.last.fm/serve/252/59379727.jpg,73,0,rock
14698,Middle Class Rut,http://www.last.fm/music/Middle+Class+Rut,http://userserve-ak.last.fm/serve/252/29543645.jpg,78,0,alternative rock
14699,Blood Command,http://www.last.fm/music/Blood+Command,http://userserve-ak.last.fm/serve/252/61788727.png,73,0,rock
14700,Attack! Attack!,http://www.last.fm/music/Attack%21+Attack%21,http://userserve-ak.last.fm/serve/252/45916629.jpg,73,169,rock pop punk
14701,Colonia,http://www.last.fm/music/Colonia,http://userserve-ak.last.fm/serve/252/53127137.jpg,8465,0,croatian
14702,Andy Hunter°,http://www.last.fm/music/Andy+Hunter%C2%B0,http://userserve-ak.last.fm/serve/252/58463975.jpg,0,0,
14703,Ultrabeat,http://www.last.fm/music/Ultrabeat,http://userserve-ak.last.fm/serve/252/38740085.png,39,98,dance summer happy upbeat singalong
14704,Filo & Peri,http://www.last.fm/music/Filo%2B%2526%2BPeri,http://userserve-ak.last.fm/serve/252/8887721.jpg,0,0,
14705,Stabilo,http://www.last.fm/music/Stabilo,http://userserve-ak.last.fm/serve/252/118714.jpg,79,185,alternative acoustic canadian favorite songs
14706,Thompson,http://www.last.fm/music/Thompson,http://userserve-ak.last.fm/serve/252/2481841.jpg,127,8465,seen live croatian seen in concert
14707,Zbigniew Hołdys,http://www.last.fm/music/Zbigniew+Ho%C5%82dys,http://userserve-ak.last.fm/serve/252/28220683.jpg,0,0,
14708,Raised By Swans,http://www.last.fm/music/Raised+By+Swans,http://userserve-ak.last.fm/serve/252/45926281.jpg,14,26,ambient atmospheric melancholic alternative indie
14709,Various Artists,http://www.last.fm/music/Various+Artists,http://userserve-ak.last.fm/serve/252/46209667.png,73,167,rock rnb symphonic metal cool cult movie songs
14710,Wire Daisies,http://www.last.fm/music/Wire+Daisies,http://userserve-ak.last.fm/serve/252/605977.jpg,0,0,
14711,K.C. And The Sunshine,http://www.last.fm/music/K.C.+And+The+Sunshine,,73,729,rock 70s
14712,Darryl Worley,http://www.last.fm/music/Darryl+Worley,http://userserve-ak.last.fm/serve/252/52335757.jpg,1339,6369,love songs new country
14713,Brother Clyde,http://www.last.fm/music/Brother+Clyde,http://userserve-ak.last.fm/serve/252/49888617.jpg,1197,9464,southern rock billy ray cyrus
14714,Miley Cyrus and John Travolta,http://www.last.fm/music/Miley+Cyrus+and+John+Travolta,http://userserve-ak.last.fm/serve/252/45166657.png,0,0,
14715,DEPAPEPE,http://www.last.fm/music/DEPAPEPE,http://userserve-ak.last.fm/serve/252/85757.jpg,185,824,acoustic guitar j-pop acoustic
14716,Edane,http://www.last.fm/music/Edane,http://userserve-ak.last.fm/serve/252/59936353.jpg,0,0,
14717,Karl Sanders,http://www.last.fm/music/Karl+Sanders,http://userserve-ak.last.fm/serve/252/150722.jpg,3528,4426,pagan ambiental dark ambient
14718,A Hero A Fake,http://www.last.fm/music/A+Hero+A+Fake,http://userserve-ak.last.fm/serve/252/47638515.png,1949,0,progressive metalcore
14719,Inspirative,http://www.last.fm/music/Inspirative,http://userserve-ak.last.fm/serve/252/22004385.jpg,0,0,
14720,District 78,http://www.last.fm/music/District+78,http://userserve-ak.last.fm/serve/252/44268037.jpg,24,73,pop rock seen live danish
14721,Dandi Wind,http://www.last.fm/music/Dandi+Wind,http://userserve-ak.last.fm/serve/252/8489217.jpg,3306,18,memories electronic experimental cool urban
14722,Nicole Scherzinger - Happily Never After ( Written By Ne-yo ) (2007) [www.RnB4U.dl.am],http://www.last.fm/music/Nicole+Scherzinger+-+Happily+Never+After+%28+Written+By+Ne-yo+%29+%282007%29+%5Bwww.RnB4U.dl.am%5D,,0,0,
14723,Chris Brown - With You (Prod. by StarGate) (2007 Full) [www.RnB4U.dl.am],http://www.last.fm/music/Chris+Brown+-+With+You+%28Prod.+by+StarGate%29+%282007+Full%29+%5Bwww.RnB4U.dl.am%5D,http://userserve-ak.last.fm/serve/252/52072363.jpg,0,0,
14724,AC,http://www.last.fm/music/AC,http://userserve-ak.last.fm/serve/252/59943681.jpg,9486,0,ac/dc
14725,Flora Matos,http://www.last.fm/music/Flora+Matos,http://userserve-ak.last.fm/serve/252/50772509.png,103,130,rap female vocalists hip hop brasil brazilian music
14726,Nathy MC,http://www.last.fm/music/Nathy+MC,http://userserve-ak.last.fm/serve/252/40699921.jpg,0,0,
14727,Bei Maejor,http://www.last.fm/music/Bei+Maejor,http://userserve-ak.last.fm/serve/252/48053555.png,0,0,
14728,Paul & Linda McCartney,http://www.last.fm/music/Paul%2B%2526%2BLinda%2BMcCartney,http://userserve-ak.last.fm/serve/252/2203429.jpg,192,73,classic rock rock
14729,Oddział Zamknięty,http://www.last.fm/music/Oddzia%C5%82+Zamkni%C4%99ty,http://userserve-ak.last.fm/serve/252/2377691.jpg,127,0,seen live
14730,Obywatel G.C.,http://www.last.fm/music/Obywatel+G.C.,http://userserve-ak.last.fm/serve/252/15047477.jpg,0,0,
14731,Skaldowie,http://www.last.fm/music/Skaldowie,http://userserve-ak.last.fm/serve/252/260733.jpg,0,0,
14732,Cof DaMu,http://www.last.fm/music/Cof+DaMu,http://userserve-ak.last.fm/serve/252/18151061.jpg,0,0,
14733,Don McLean,http://www.last.fm/music/Don+McLean,http://userserve-ak.last.fm/serve/252/37246773.jpg,192,73,classic rock rock 70s singer-songwriter folk
14734,Los Lobos,http://www.last.fm/music/Los+Lobos,http://userserve-ak.last.fm/serve/252/33087873.jpg,308,1091,latin covers college rock roots rock party
14735,Mott the Hoople,http://www.last.fm/music/Mott+the+Hoople,http://userserve-ak.last.fm/serve/252/456144.jpg,73,192,rock classic rock glam rock 70s
14736,The Matrix Reloaded,http://www.last.fm/music/The+Matrix+Reloaded,http://userserve-ak.last.fm/serve/252/27760557.jpg,0,0,
14737,Seychelles,http://www.last.fm/music/Seychelles,http://userserve-ak.last.fm/serve/252/3315673.jpg,9490,0,sp
14738,Mamma Cadela,http://www.last.fm/music/Mamma+Cadela,http://userserve-ak.last.fm/serve/252/3338992.jpg,191,381,instrumental progressive rock brazil progressive
14739,Gustavo Garde,http://www.last.fm/music/Gustavo+Garde,http://userserve-ak.last.fm/serve/252/9500679.jpg,9488,0,seychelles
14740,Jet Market,http://www.last.fm/music/Jet+Market,http://userserve-ak.last.fm/serve/252/3589642.jpg,127,181,seen live punk melodic hardcore
14741,Much The Same,http://www.last.fm/music/Much+The+Same,http://userserve-ak.last.fm/serve/252/121425.jpg,0,0,
14742,I Sea Monsters,http://www.last.fm/music/I+Sea+Monsters,http://userserve-ak.last.fm/serve/252/40420885.jpg,0,0,
14743,"Chunk! No, Captain Chunk!",http://www.last.fm/music/Chunk%21+No%2C+Captain+Chunk%21,http://userserve-ak.last.fm/serve/252/44256371.jpg,169,180,pop punk post-hardcore hardcore
14744,Sudarshana,http://www.last.fm/music/Sudarshana,http://userserve-ak.last.fm/serve/252/17703535.jpg,0,0,
14745,F.I.B,http://www.last.fm/music/F.I.B,http://userserve-ak.last.fm/serve/252/16786361.jpg,0,0,
14746,Dikers,http://www.last.fm/music/Dikers,http://userserve-ak.last.fm/serve/252/8602621.jpg,0,0,
14747,Golliwog,http://www.last.fm/music/Golliwog,http://userserve-ak.last.fm/serve/252/35537949.jpg,181,194,punk hardcore
14748,Order!Order!,http://www.last.fm/music/Order%21Order%21,http://userserve-ak.last.fm/serve/252/37641663.jpg,0,0,
14749,Nodes of Ranvier,http://www.last.fm/music/Nodes+of+Ranvier,http://userserve-ak.last.fm/serve/252/7043.jpg,370,0,metalcore
14750,Tom Sawyer,http://www.last.fm/music/Tom+Sawyer,http://userserve-ak.last.fm/serve/252/26196803.jpg,0,0,
14751,Break the Silence,http://www.last.fm/music/Break+the+Silence,http://userserve-ak.last.fm/serve/252/378144.jpg,0,0,
14752,Colchon,http://www.last.fm/music/Colchon,http://userserve-ak.last.fm/serve/252/4762059.jpg,9307,176,inlove emo gay brutal death metal cocksucker
14753,Layaway Plan,http://www.last.fm/music/Layaway+Plan,http://userserve-ak.last.fm/serve/252/3035506.jpg,0,0,
14754,Anchors For Arms,http://www.last.fm/music/Anchors+For+Arms,http://userserve-ak.last.fm/serve/252/591414.jpg,0,0,
14755,Randy Orton,http://www.last.fm/music/Randy+Orton,http://userserve-ak.last.fm/serve/252/57280719.png,0,0,
14756,Jared Leto,http://www.last.fm/music/Jared+Leto,http://userserve-ak.last.fm/serve/252/43777271.jpg,339,0,russian
14757,Os + De Mil,http://www.last.fm/music/Os%2B%252B%2BDe%2BMil,http://userserve-ak.last.fm/serve/252/47402439.png,238,0,sexy
14758,Mephisto Walz,http://www.last.fm/music/Mephisto+Walz,http://userserve-ak.last.fm/serve/252/5628412.jpg,190,0,gothic rock
14759,Liikkuvat Lapset,http://www.last.fm/music/Liikkuvat+Lapset,http://userserve-ak.last.fm/serve/252/443682.jpg,0,0,
14760,Kuolleet Kukat,http://www.last.fm/music/Kuolleet+Kukat,http://userserve-ak.last.fm/serve/252/11739817.jpg,0,0,
14761,Musta Paraati,http://www.last.fm/music/Musta+Paraati,http://userserve-ak.last.fm/serve/252/5627976.jpg,0,0,
14762,Xmal Deutschland,http://www.last.fm/music/Xmal+Deutschland,http://userserve-ak.last.fm/serve/252/25806317.jpg,0,0,
